ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region,created_date,created_year,created_month,created_month_name,created_year_month,created_hour,created_day_name,sla_target_hours,sla_status
TCKT_000450,2025-03-28 12:03:16,CUST_00326,individual,web_form,mobile_app,performance,high,on_hold,gold,The mobile app page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,0,0,desktop_app,NA,2025-03-28,2025,3,March,2025-03,12,Friday,16,Not Resolved
TCKT_000451,2023-10-10 00:04:59,CUST_07755,small_business,chat,notifications,performance,high,closed_no_action,standard,Queries in the notifications module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,42.93,0,very_negative,1,0,api_client,LATAM,2023-10-10,2023,10,October,2023-10,0,Tuesday,24,Breached
TCKT_000452,2025-05-02 14:25:50,CUST_08321,small_business,in_app,login_auth,billing_problem,medium,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,17.87,0,very_negative,1,1,web,MEA,2025-05-02,2025,5,May,2025-05,14,Friday,36,Within SLA
TCKT_000453,2023-05-20 04:53:39,CUST_01645,enterprise,in_app,mobile_app,feature_request,low,resolved,standard,Can you add an option to customize mobile app?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,71.66,1,negative,2,0,ios,APAC,2023-05-20,2023,5,May,2023-05,4,Saturday,96,Within SLA
TCKT_000454,2022-10-03 01:58:11,CUST_02159,non_profit,phone_transcript,notifications,how_to,medium,resolved,standard,How can I export my data from the notifications section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,9.52,0,very_positive,0,0,desktop_app,NA,2022-10-03,2022,10,October,2022-10,1,Monday,48,Within SLA
TCKT_000455,2023-05-19 06:54:19,CUST_04233,enterprise,chat,data_export,feature_request,low,open,standard,It would be great to have data export support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,1,neutral,4,0,android,APAC,2023-05-19,2023,5,May,2023-05,6,Friday,96,Not Resolved
TCKT_000456,2025-07-31 02:40:10,CUST_02658,small_business,web_form,analytics_dashboard,feature_request,medium,resolved,standard,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,17.54,0,positive,5,1,ios,LATAM,2025-07-31,2025,7,July,2025-07,2,Thursday,48,Within SLA
TCKT_000457,2024-07-15 08:43:26,CUST_00376,education,web_form,billing,how_to,low,closed_no_action,platinum,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,175.29,0,positive,4,1,api_client,APAC,2024-07-15,2024,7,July,2024-07,8,Monday,48,Breached
TCKT_000458,2022-06-12 17:01:11,CUST_04816,enterprise,web_form,analytics_dashboard,performance,low,resolved,gold,Queries in the analytics dashboard module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,29.21,0,neutral,3,0,web,NA,2022-06-12,2022,6,June,2022-06,17,Sunday,72,Within SLA
TCKT_000459,2025-07-30 02:43:39,CUST_07383,education,phone_transcript,notifications,how_to,high,on_hold,standard,Can you explain how to configure notifications properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,desktop_app,EU,2025-07-30,2025,7,July,2025-07,2,Wednesday,24,Not Resolved
TCKT_000460,2022-10-10 00:09:49,CUST_03619,education,chat,analytics_dashboard,account_access,medium,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,100.62,0,negative,0,0,ios,APAC,2022-10-10,2022,10,October,2022-10,0,Monday,48,Breached
TCKT_000461,2023-09-03 03:56:25,CUST_00507,non_profit,in_app,login_auth,other,medium,resolved,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,6.7,0,positive,5,1,web,NA,2023-09-03,2023,9,September,2023-09,3,Sunday,36,Within SLA
TCKT_000462,2025-04-21 09:07:21,CUST_01465,individual,web_form,billing,how_to,medium,resolved,standard,How can I export my data from the billing section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,18.88,1,negative,3,0,desktop_app,LATAM,2025-04-21,2025,4,April,2025-04,9,Monday,48,Within SLA
TCKT_000463,2023-06-16 19:43:49,CUST_08922,individual,web_form,login_auth,feature_request,low,open,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,ios,EU,2023-06-16,2023,6,June,2023-06,19,Friday,96,Not Resolved
TCKT_000464,2024-04-14 03:39:38,CUST_05931,enterprise,email,data_export,performance,medium,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,88.01,0,very_negative,0,0,web,APAC,2024-04-14,2024,4,April,2024-04,3,Sunday,48,Breached
TCKT_000465,2024-06-19 12:31:12,CUST_03623,small_business,email,analytics_dashboard,account_access,high,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,20.05,0,very_negative,2,0,android,LATAM,2024-06-19,2024,6,June,2024-06,12,Wednesday,24,Within SLA
TCKT_000466,2025-07-02 15:52:57,CUST_00693,individual,email,billing,billing_problem,low,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,71.22,1,negative,3,0,web,EU,2025-07-02,2025,7,July,2025-07,15,Wednesday,96,Within SLA
TCKT_000467,2024-03-20 10:43:48,CUST_07934,non_profit,chat,api_integration,other,high,resolved,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,19.62,0,very_positive,0,1,web,APAC,2024-03-20,2024,3,March,2024-03,10,Wednesday,24,Within SLA
TCKT_000468,2022-04-04 19:01:10,CUST_09757,individual,web_form,data_export,feature_request,low,in_progress,standard,Can you add an option to customize data export?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,1,web,EU,2022-04-04,2022,4,April,2022-04,19,Monday,96,Not Resolved
TCKT_000469,2024-12-21 05:55:29,CUST_09964,education,email,data_export,how_to,high,closed_no_action,gold,How can I export my data from the data export section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,66.53,0,neutral,0,0,ios,APAC,2024-12-21,2024,12,December,2024-12,5,Saturday,16,Breached
TCKT_000470,2022-10-06 19:49:43,CUST_01474,enterprise,chat,analytics_dashboard,feature_request,high,resolved,gold,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,14.77,0,neutral,4,0,android,NA,2022-10-06,2022,10,October,2022-10,19,Thursday,16,Within SLA
TCKT_000471,2023-12-14 09:26:10,CUST_09847,non_profit,in_app,billing,feature_request,medium,open,gold,Can you add an option to customize billing?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,1,ios,EU,2023-12-14,2023,12,December,2023-12,9,Thursday,36,Not Resolved
TCKT_000472,2023-05-26 14:56:38,CUST_09082,small_business,web_form,api_integration,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,19.81,0,negative,3,0,web,NA,2023-05-26,2023,5,May,2023-05,14,Friday,96,Within SLA
TCKT_000473,2024-01-12 10:39:24,CUST_03139,small_business,email,api_integration,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",40.36,0,very_negative,0,0,desktop_app,APAC,2024-01-12,2024,1,January,2024-01,10,Friday,96,Within SLA
TCKT_000474,2022-05-31 19:07:27,CUST_03900,small_business,chat,mobile_app,how_to,low,in_progress,platinum,How can I export my data from the mobile app section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,api_client,MEA,2022-05-31,2022,5,May,2022-05,19,Tuesday,48,Not Resolved
TCKT_000475,2023-12-14 14:30:24,CUST_02314,non_profit,in_app,mobile_app,bug,high,resolved,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,2.78,0,negative,0,0,ios,EU,2023-12-14,2023,12,December,2023-12,14,Thursday,24,Within SLA
TCKT_000476,2025-09-09 00:30:32,CUST_08612,non_profit,in_app,api_integration,billing_problem,low,closed_no_action,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,228.98,0,very_negative,2,0,desktop_app,APAC,2025-09-09,2025,9,September,2025-09,0,Tuesday,72,Breached
TCKT_000477,2023-11-09 04:23:26,CUST_05561,individual,chat,analytics_dashboard,security_concern,low,on_hold,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,1,android,LATAM,2023-11-09,2023,11,November,2023-11,4,Thursday,72,Not Resolved
TCKT_000478,2022-08-21 08:31:29,CUST_02032,non_profit,email,api_integration,bug,urgent,resolved,gold,I am seeing an error message when I click on api integration.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Patched the bug and deployed a fix to production.,2.59,0,neutral,0,1,ios,EU,2022-08-21,2022,8,August,2022-08,8,Sunday,8,Within SLA
TCKT_000479,2024-03-19 11:45:50,CUST_02898,education,in_app,analytics_dashboard,performance,medium,resolved,standard,Queries in the analytics dashboard module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,44.59,0,very_negative,0,0,android,LATAM,2024-03-19,2024,3,March,2024-03,11,Tuesday,48,Within SLA
TCKT_000480,2025-03-27 08:17:38,CUST_09191,individual,email,api_integration,how_to,low,resolved,gold,How can I export my data from the api integration section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,22.38,0,neutral,3,1,ios,EU,2025-03-27,2025,3,March,2025-03,8,Thursday,72,Within SLA
TCKT_000481,2022-12-28 13:37:22,CUST_06220,individual,email,notifications,security_concern,medium,resolved,standard,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",40.63,0,neutral,3,0,ios,MEA,2022-12-28,2022,12,December,2022-12,13,Wednesday,48,Within SLA
TCKT_000482,2025-09-17 20:28:46,CUST_05603,education,web_form,data_export,security_concern,medium,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",29.02,0,very_negative,1,1,api_client,MEA,2025-09-17,2025,9,September,2025-09,20,Wednesday,36,Within SLA
TCKT_000483,2022-05-04 14:49:15,CUST_09655,non_profit,chat,mobile_app,how_to,high,resolved,platinum,I need help setting up mobile app for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,23.81,0,neutral,4,0,web,MEA,2022-05-04,2022,5,May,2022-05,14,Wednesday,8,Breached
TCKT_000484,2025-08-11 07:42:23,CUST_01182,small_business,chat,api_integration,performance,high,on_hold,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,1,api_client,NA,2025-08-11,2025,8,August,2025-08,7,Monday,24,Not Resolved
TCKT_000485,2022-11-27 18:00:55,CUST_04531,enterprise,web_form,data_export,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,24.71,0,neutral,3,0,android,NA,2022-11-27,2022,11,November,2022-11,18,Sunday,96,Within SLA
TCKT_000486,2022-10-01 15:11:40,CUST_06773,education,email,analytics_dashboard,bug,low,resolved,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,28.42,0,neutral,3,1,android,NA,2022-10-01,2022,10,October,2022-10,15,Saturday,96,Within SLA
TCKT_000487,2025-01-14 22:07:09,CUST_02882,individual,chat,data_export,bug,high,in_progress,standard,The page keeps crashing whenever I try to open the data export section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,1,1,desktop_app,APAC,2025-01-14,2025,1,January,2025-01,22,Tuesday,24,Not Resolved
TCKT_000488,2022-06-29 14:11:46,CUST_02049,non_profit,in_app,notifications,account_access,low,open,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,ios,EU,2022-06-29,2022,6,June,2022-06,14,Wednesday,72,Not Resolved
TCKT_000489,2024-06-08 15:15:36,CUST_04624,enterprise,email,notifications,bug,low,in_progress,standard,I am seeing an error message when I click on notifications.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,desktop_app,APAC,2024-06-08,2024,6,June,2024-06,15,Saturday,96,Not Resolved
TCKT_000490,2025-04-02 06:28:12,CUST_08237,non_profit,email,mobile_app,how_to,medium,resolved,gold,I need help setting up mobile app for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,7.59,0,negative,0,1,desktop_app,MEA,2025-04-02,2025,4,April,2025-04,6,Wednesday,36,Within SLA
TCKT_000491,2022-04-12 03:08:43,CUST_09972,enterprise,email,analytics_dashboard,feature_request,low,resolved,standard,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,63.26,0,neutral,0,0,android,APAC,2022-04-12,2022,4,April,2022-04,3,Tuesday,96,Within SLA
TCKT_000492,2025-07-24 04:05:12,CUST_07988,individual,in_app,data_export,how_to,medium,resolved,gold,How can I export my data from the data export section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,42.98,0,positive,0,1,api_client,NA,2025-07-24,2025,7,July,2025-07,4,Thursday,36,Breached
TCKT_000493,2023-01-30 02:31:04,CUST_00067,individual,email,login_auth,bug,low,in_progress,gold,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,ios,LATAM,2023-01-30,2023,1,January,2023-01,2,Monday,72,Not Resolved
TCKT_000494,2022-01-03 21:30:31,CUST_03340,small_business,chat,notifications,bug,low,closed_no_action,standard,The notifications feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,134.64,0,neutral,3,0,desktop_app,EU,2022-01-03,2022,1,January,2022-01,21,Monday,96,Breached
TCKT_000495,2025-11-07 11:55:02,CUST_00179,enterprise,chat,analytics_dashboard,performance,high,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,0,web,MEA,2025-11-07,2025,11,November,2025-11,11,Friday,24,Not Resolved
TCKT_000496,2024-12-26 08:12:41,CUST_00732,enterprise,email,api_integration,bug,low,resolved,standard,The page keeps crashing whenever I try to open the api integration section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,35.36,0,neutral,3,1,android,MEA,2024-12-26,2024,12,December,2024-12,8,Thursday,96,Within SLA
TCKT_000497,2025-03-09 13:51:57,CUST_01391,individual,web_form,billing,other,high,resolved,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,19.29,0,neutral,4,0,ios,APAC,2025-03-09,2025,3,March,2025-03,13,Sunday,16,Breached
TCKT_000498,2022-03-25 08:04:22,CUST_01168,individual,in_app,analytics_dashboard,bug,medium,in_progress,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,android,APAC,2022-03-25,2022,3,March,2022-03,8,Friday,48,Not Resolved
TCKT_000499,2025-10-02 06:36:54,CUST_06692,non_profit,phone_transcript,data_export,billing_problem,low,resolved,platinum,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,51.68,0,negative,3,1,ios,MEA,2025-10-02,2025,10,October,2025-10,6,Thursday,48,Breached
TCKT_000500,2025-05-17 16:10:37,CUST_09500,education,chat,data_export,billing_problem,high,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,22.9,0,negative,3,0,web,LATAM,2025-05-17,2025,5,May,2025-05,16,Saturday,24,Within SLA
TCKT_000501,2023-02-12 04:07:11,CUST_03798,individual,chat,api_integration,performance,high,in_progress,gold,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,web,APAC,2023-02-12,2023,2,February,2023-02,4,Sunday,16,Not Resolved
TCKT_000502,2025-07-11 06:42:52,CUST_00616,individual,web_form,notifications,account_access,high,closed_no_action,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,43.04,0,very_negative,2,1,android,MEA,2025-07-11,2025,7,July,2025-07,6,Friday,24,Breached
TCKT_000503,2022-03-23 05:25:55,CUST_02213,small_business,web_form,analytics_dashboard,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,40.46,0,positive,5,0,ios,NA,2022-03-23,2022,3,March,2022-03,5,Wednesday,48,Within SLA
TCKT_000504,2024-06-20 12:22:07,CUST_01341,individual,chat,notifications,security_concern,low,resolved,gold,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",15.21,0,negative,2,0,ios,LATAM,2024-06-20,2024,6,June,2024-06,12,Thursday,72,Within SLA
TCKT_000505,2024-07-20 21:27:13,CUST_06948,individual,in_app,billing,feature_request,low,resolved,gold,Our team needs more advanced options for billing.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,63.26,0,negative,2,1,desktop_app,NA,2024-07-20,2024,7,July,2024-07,21,Saturday,72,Within SLA
TCKT_000506,2023-10-09 14:21:36,CUST_06925,non_profit,in_app,billing,security_concern,urgent,on_hold,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. This has been escalated to our on-call team for immediate attention.,,,0,negative,3,1,android,EU,2023-10-09,2023,10,October,2023-10,14,Monday,12,Not Resolved
TCKT_000507,2025-10-30 18:02:39,CUST_09113,enterprise,phone_transcript,notifications,performance,low,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,39.85,0,neutral,3,0,ios,APAC,2025-10-30,2025,10,October,2025-10,18,Thursday,96,Within SLA
TCKT_000508,2022-09-12 16:25:57,CUST_07952,education,phone_transcript,login_auth,how_to,high,resolved,standard,How can I export my data from the login auth section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,7.37,0,very_negative,1,0,android,MEA,2022-09-12,2022,9,September,2022-09,16,Monday,24,Within SLA
TCKT_000509,2025-09-03 09:41:58,CUST_06469,individual,chat,billing,feature_request,low,open,standard,Can you add an option to customize billing?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,1,desktop_app,APAC,2025-09-03,2025,9,September,2025-09,9,Wednesday,96,Not Resolved
TCKT_000510,2023-03-12 00:59:15,CUST_07510,education,email,api_integration,performance,high,resolved,standard,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,3.77,0,very_negative,1,0,desktop_app,APAC,2023-03-12,2023,3,March,2023-03,0,Sunday,24,Within SLA
TCKT_000511,2025-08-07 23:25:55,CUST_03154,education,phone_transcript,notifications,how_to,low,resolved,gold,How can I export my data from the notifications section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,23.01,0,positive,5,1,android,APAC,2025-08-07,2025,8,August,2025-08,23,Thursday,72,Within SLA
TCKT_000512,2022-04-29 01:52:41,CUST_04568,non_profit,email,login_auth,performance,low,on_hold,gold,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,web,EU,2022-04-29,2022,4,April,2022-04,1,Friday,72,Not Resolved
TCKT_000513,2025-02-26 10:59:29,CUST_00919,enterprise,web_form,api_integration,bug,medium,open,standard,The api integration feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,ios,APAC,2025-02-26,2025,2,February,2025-02,10,Wednesday,48,Not Resolved
TCKT_000514,2022-03-04 03:28:57,CUST_00193,small_business,email,analytics_dashboard,other,high,on_hold,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,1,negative,2,0,api_client,EU,2022-03-04,2022,3,March,2022-03,3,Friday,16,Not Resolved
TCKT_000515,2024-03-06 14:01:22,CUST_03200,individual,web_form,billing,feature_request,high,open,platinum,It would be great to have billing support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,0,1,web,NA,2024-03-06,2024,3,March,2024-03,14,Wednesday,8,Not Resolved
TCKT_000516,2024-12-24 21:53:25,CUST_03769,small_business,chat,login_auth,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",64.06,0,positive,4,0,web,MEA,2024-12-24,2024,12,December,2024-12,21,Tuesday,96,Within SLA
TCKT_000517,2025-08-26 08:53:49,CUST_02160,non_profit,phone_transcript,notifications,how_to,medium,closed_no_action,standard,How can I export my data from the notifications section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,169.59,0,positive,4,1,web,EU,2025-08-26,2025,8,August,2025-08,8,Tuesday,48,Breached
TCKT_000518,2023-02-04 10:53:31,CUST_09698,education,chat,billing,performance,high,in_progress,gold,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,1,web,LATAM,2023-02-04,2023,2,February,2023-02,10,Saturday,16,Not Resolved
TCKT_000519,2024-03-01 03:53:24,CUST_09744,individual,chat,api_integration,security_concern,low,resolved,standard,There seems to be a vulnerability in the api integration functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",40.75,1,neutral,3,0,desktop_app,LATAM,2024-03-01,2024,3,March,2024-03,3,Friday,96,Within SLA
TCKT_000520,2023-08-22 16:49:10,CUST_04012,individual,web_form,data_export,security_concern,medium,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",45.91,0,neutral,4,1,ios,EU,2023-08-22,2023,8,August,2023-08,16,Tuesday,36,Breached
TCKT_000521,2025-12-15 12:07:24,CUST_01105,small_business,phone_transcript,mobile_app,other,medium,resolved,gold,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,32.4,0,negative,3,1,web,MEA,2025-12-15,2025,12,December,2025-12,12,Monday,36,Within SLA
TCKT_000522,2023-03-02 14:11:34,CUST_06679,non_profit,in_app,login_auth,account_access,low,closed_no_action,platinum,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,100.1,0,very_negative,0,0,desktop_app,MEA,2023-03-02,2023,3,March,2023-03,14,Thursday,48,Breached
TCKT_000523,2024-03-16 06:14:20,CUST_01591,education,email,billing,account_access,high,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,11.99,0,negative,2,1,android,LATAM,2024-03-16,2024,3,March,2024-03,6,Saturday,16,Within SLA
TCKT_000524,2022-01-29 01:02:32,CUST_02729,small_business,in_app,login_auth,bug,high,resolved,gold,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,19.59,0,very_negative,2,0,ios,LATAM,2022-01-29,2022,1,January,2022-01,1,Saturday,16,Breached
TCKT_000525,2025-06-17 12:54:33,CUST_02631,non_profit,web_form,mobile_app,performance,high,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,6.56,0,negative,2,0,ios,EU,2025-06-17,2025,6,June,2025-06,12,Tuesday,24,Within SLA
TCKT_000526,2022-12-24 16:32:55,CUST_08912,individual,phone_transcript,api_integration,billing_problem,medium,on_hold,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,ios,NA,2022-12-24,2022,12,December,2022-12,16,Saturday,36,Not Resolved
TCKT_000527,2024-05-09 15:55:29,CUST_07367,education,in_app,mobile_app,billing_problem,medium,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,web,EU,2024-05-09,2024,5,May,2024-05,15,Thursday,48,Not Resolved
TCKT_000528,2025-01-01 07:13:46,CUST_03189,small_business,phone_transcript,api_integration,bug,low,open,standard,The page keeps crashing whenever I try to open the api integration section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,1,api_client,LATAM,2025-01-01,2025,1,January,2025-01,7,Wednesday,96,Not Resolved
TCKT_000529,2024-01-22 03:11:52,CUST_09534,enterprise,chat,login_auth,billing_problem,high,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,ios,APAC,2024-01-22,2024,1,January,2024-01,3,Monday,24,Not Resolved
TCKT_000530,2023-04-17 04:33:58,CUST_00925,non_profit,email,data_export,performance,medium,resolved,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,11.31,0,positive,4,1,api_client,EU,2023-04-17,2023,4,April,2023-04,4,Monday,48,Within SLA
